#! FIELDS time phi psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
0.000000 -1.396360 1.172687
0.200000 -1.393815 1.503363
0.400000 -1.372807 0.739503
0.600000 -1.424403 0.099729
0.800000 -1.167853 -0.052382
1.000000 -1.225012 1.104342
1.200000 -1.417119 1.843093
1.400000 -1.502700 2.927269
1.600000 -2.469418 2.707743
1.800000 -2.516094 -2.949003
2.000000 -2.848051 2.683049
2.200000 -2.705616 2.650728
2.400000 -2.218949 3.068461
2.600000 -2.011304 -3.117329
2.800000 -2.923574 2.305705
3.000000 -2.495822 2.882644
3.200000 -2.739113 2.946659
3.400000 2.876801 2.296613
3.600000 -2.544738 3.035528
3.800000 3.098753 2.498548
4.000000 -2.785337 3.070797
4.200000 -2.801512 -3.101635
4.400000 -2.655605 2.755291
4.600000 -1.419210 2.461864
4.800000 -1.372348 2.105401
5.000000 -2.127279 1.019202
5.200000 -1.107372 0.271260
5.400000 -1.217056 0.025862
5.600000 -1.598109 0.394098
5.800000 -1.457235 1.452072
6.000000 -2.436028 2.835729
6.200000 -2.687460 -2.552140
6.400000 -2.443235 -2.431829
6.600000 3.130059 2.349236
6.800000 -2.672570 1.141588
7.000000 -0.697238 1.190721
7.200000 -1.751558 1.561437
7.400000 -1.983793 1.691614
7.600000 -1.573905 2.641465
7.800000 -1.507999 2.908964
8.000000 -2.029860 2.262900
8.200000 -2.555937 1.688423
8.400000 -2.338841 -3.111131
8.600000 -3.042514 -2.840634
8.800000 -2.803008 3.046823
9.000000 -2.142440 2.222015
9.200000 -1.423860 2.491469
9.400000 -1.015569 2.168765
9.600000 -1.819978 1.840416
9.800000 -1.156748 1.043009
10.000000 -1.708335 0.982274
10.200000 -1.077520 0.696454
10.400000 -2.309254 0.987193
10.600000 -2.947438 1.617207
10.800000 -2.283578 2.819063
11.000000 -1.795844 -2.891438
11.200000 -3.034403 2.408560
11.400000 -1.495973 2.711449
11.600000 -1.334299 2.332631
11.800000 -1.243881 1.357423
12.000000 -1.424549 0.441462
12.200000 -1.113966 0.009262
12.400000 -1.299831 0.748977
12.600000 -1.429586 1.535508
12.800000 -1.435698 1.556611
13.000000 -1.105823 0.864289
13.200000 -1.882756 0.572544
13.400000 -1.247242 0.813589
13.600000 -1.612845 1.227765
13.800000 -1.446338 1.412940
14.000000 -1.298942 0.692746
14.200000 -1.495020 0.380636
14.400000 -1.121744 0.093805
14.600000 -1.334269 0.852564
14.800000 -1.439494 1.193871
15.000000 -1.483099 1.576326
15.200000 -1.409241 0.969419
15.400000 -0.920923 0.098657
15.600000 -1.770129 0.441841
15.800000 -0.949296 0.871931
16.000000 -1.413761 1.705604
16.200000 -1.118149 2.060400
16.400000 -2.298388 2.230205
16.600000 -3.136154 3.138817
16.800000 -2.027750 -2.484928
17.000000 -1.399685 2.820285
17.200000 -1.368262 1.043901
17.400000 -1.893893 -0.268004
17.600000 -1.263666 -0.597503
17.800000 -1.253687 0.487249
18.000000 -1.168640 1.805833
18.200000 -1.434390 2.348189
18.400000 -1.791246 2.774825
18.600000 -3.094001 2.562819
18.800000 -2.508180 3.066231
19.000000 -2.957738 2.983876
19.200000 -2.410242 2.754575
19.400000 -2.742806 2.603427
19.600000 -2.552197 2.937013
19.800000 -2.839443 -3.018426
20.000000 -2.520084 2.776292
20.200000 -2.446956 2.705845
20.400000 -2.735461 -3.073172
20.600000 -2.868434 2.867488
20.800000 -2.232233 2.459351
21.000000 -2.030995 2.638602
21.200000 -2.576393 2.741152
21.400000 -3.101667 2.969045
21.600000 -2.687402 2.947376
21.800000 -2.662564 2.350508
22.000000 -2.789665 2.782033
22.200000 3.010539 2.772383
22.400000 -2.434238 3.043471
22.600000 -2.644859 2.545002
22.800000 -2.453636 3.134034
23.000000 -2.736384 3.094375
23.200000 -2.618973 2.063278
23.400000 -2.420520 2.778090
23.600000 2.975583 2.633340
23.800000 -2.828906 -3.120033
24.000000 -2.972811 2.281387
24.200000 -2.351313 2.637053
24.400000 -2.975498 2.813450
24.600000 -2.774888 -2.876147
24.800000 -2.564203 2.678245
25.000000 -2.383880 2.298404
25.200000 -2.605742 2.931444
25.400000 -3.096730 -2.956404
25.600000 -2.801225 3.130538
25.800000 -2.716518 2.229229
26.000000 -2.278903 2.632171
