#! FIELDS time p.x p.y
0.0	    -0.535068	1.48956
0.5	    -0.787814	1.1834
1.0	    -0.650214	1.38544
1.5	    -0.485261	1.55966
2.0	    -0.415574	1.50747
2.5	    -0.516923	1.54634
3.0	    -0.599669	1.44877
3.5	    -0.655368	1.33647
4.0	    -0.52221	1.50723
4.5	    -0.648828	1.38303
5.0	    -0.442094	1.54229
5.5	    -0.597741	1.40179
6.0	    -0.499025	1.45761
6.5	    -0.610286	1.37887
7.0	    -0.72339	1.27349
7.5	    -0.565332	1.41789
8.0	    -0.568188	1.41414
8.5	    -0.557128	1.36723
9.0	    -0.489691	1.58119
9.5	    -0.536371	1.56333
10.0	-0.573924	1.47443
10.5	-0.560815	1.30948
11.0	-0.609283	1.39845
11.5	-0.413306	1.56208
12.0	-0.582509	1.34702
12.5	-0.76915	1.25027
13.0	-0.445026	1.63036
13.5	-0.613023	1.47788
14.0	-0.552932	1.42363
14.5	-0.537974	1.38541
15.0	-0.517857	1.42605
15.5	-0.460554	1.45309
16.0	-0.480625	1.47703
16.5	-0.624622	1.27539
17.0	-0.644759	1.42607
17.5	-0.623668	1.43921
18.0	-0.470451	1.55783
18.5	-0.612148	1.46544
19.0	-0.656231	1.44084
19.5	-0.464779	1.52488
20.0	-0.681669	1.16143
20.5	-0.757759	1.19776
21.0	-0.43974	1.57439
21.5	-0.620657	1.28365
22.0	-0.62194	1.38447
22.5	-0.606933	1.42067
23.0	-0.556514	1.42188
23.5	-0.672126	1.27342
24.0	-0.410616	1.56622
24.5	-0.68822	1.30538
25.0	-0.513804	1.49766
25.5	-0.505335	1.42545
26.0	-0.679936	1.28041
26.5	-0.834157	1.22436
27.0	-1.14065	0.845642
27.5	-0.952356	0.884951
28.0	-0.590877	1.46468
28.5	-0.772017	1.25697
29.0	-0.784109	1.13748
29.5	-0.563457	1.50598
30.0	-0.823463	1.2086
30.5	-0.277947	1.7216
31.0	-0.396854	1.62408
31.5	-0.254753	1.69988
32.0	-0.239628	1.74842
32.5	-0.508038	1.53553
33.0	-0.67634	1.39484
33.5	-0.484053	1.58553
34.0	-0.558276	1.32773
34.5	-0.492992	1.50998
35.0	-0.463888	1.44973
35.5	-0.701286	1.31289
36.0	-0.556728	1.52
36.5	-0.773765	1.23309
37.0	-0.7549	1.30767
37.5	-0.816445	0.897672
38.0	-0.19288	0.547727
38.5	0.407655	0.575639
39.0	-0.100649	0.542256
39.5	0.133893	0.469744
40.0	0.224402	0.462691
40.5	-0.0708879	0.535377
41.0	0.0835836	0.48714
41.5	0.0125419	0.418086
42.0	-0.127471	0.534307
42.5	-0.0832046	0.525716
43.0	0.0974536	0.497115
43.5	0.157711	0.556006
44.0	-0.05062	0.365859
44.5	-0.217033	0.59142
45.0	0.162238	0.475826
45.5	-0.0555983	0.493392
46.0	-0.127573	0.435648
46.5	-0.136966	0.471792
47.0	-0.250575	0.503182
47.5	0.128081	0.445765
48.0	-0.116301	0.504417
48.5	-0.17988	0.525858
49.0	-0.170565	0.482892
49.5	-0.0316956	0.487498
50.0	-0.0350638	0.468786
50.5	-0.145397	0.496013
51.0	0.0580784	0.551302
51.5	-0.0203966	0.572987
52.0	-0.0193891	0.520957
52.5	-0.361809	0.525499
53.0	0.0466288	0.562806
53.5	0.255443	0.444411
54.0	0.296403	0.431427
54.5	0.435473	0.495247
55.0	-0.0595182	0.491054
55.5	0.387353	0.423271
56.0	0.31019	0.524882
56.5	0.377335	0.410104
57.0	0.435812	0.399142
57.5	-0.031785	0.598444
58.0	0.140226	0.465019
58.5	0.300448	0.460543
59.0	0.133974	0.483095
59.5	0.411953	0.523761
60.0	0.377906	0.479647
60.5	0.0607863	0.420749
61.0	0.107457	0.488404
61.5	-0.0530343	0.468668
62.0	0.144761	0.47941
62.5	0.140341	0.488168
63.0	0.198283	0.40935
63.5	0.0258201	0.574309
64.0	0.0370766	0.518139
64.5	0.163321	0.53136
65.0	0.0580434	0.484489
65.5	0.472698	0.506802
66.0	0.258484	0.514901
66.5	0.23829	0.447145
67.0	0.277264	0.500972
67.5	0.0900576	0.543056
68.0	0.308484	0.479009
68.5	0.398777	0.489443
69.0	0.152369	0.441158
69.5	0.226316	0.467551
70.0	0.34977	0.390452
70.5	-0.191831	0.574218
71.0	-0.301815	0.631819
71.5	-0.165589	0.483653
72.0	0.0432345	0.533051
72.5	0.142628	0.427561
73.0	0.234716	0.458471
73.5	0.298448	0.498606
74.0	0.680427	0.457062
74.5	-0.268693	0.583226
75.0	-0.129663	0.512517
75.5	0.209199	0.519027
76.0	-0.0307452	0.480453
76.5	-0.100088	0.524082
77.0	0.0786964	0.460129
77.5	0.0977616	0.575143
78.0	0.101887	0.41897
78.5	0.300868	0.51336
79.0	0.198485	0.417544
79.5	-0.0532023	0.486462
80.0	-0.422528	0.595826
80.5	-0.305539	0.585913
81.0	0.0345877	0.437582
81.5	-0.507076	0.463317
82.0	-0.168018	0.536828
82.5	-0.0508251	0.523646
83.0	0.0937787	0.539924
83.5	0.520414	0.411542
84.0	0.183854	0.513433
84.5	0.467736	0.421794
85.0	0.131169	0.502085
85.5	0.135667	0.502519
86.0	0.373309	0.501885
86.5	0.0314595	0.578382
87.0	-0.35205	0.595656
87.5	-0.209096	0.563841
88.0	0.025544	0.544245
88.5	0.273733	0.521954
89.0	0.357869	0.432379
89.5	0.623946	0.551543
90.0	0.336093	0.49048
90.5	0.466195	0.462589
91.0	0.159752	0.459969
91.5	0.239159	0.555338
92.0	-0.113179	0.469532
92.5	0.0866347	0.483951
93.0	0.235642	0.456108
93.5	-0.0310718	0.553689
94.0	-0.0819498	0.552511
94.5	-0.0847148	0.467234
95.0	0.0187337	0.514567
95.5	0.0485237	0.529523
96.0	0.238962	0.400248
96.5	0.461352	0.574974
97.0	0.204513	0.396124
97.5	0.0711498	0.502684
98.0	0.234484	0.448785
98.5	0.0751786	0.473019
99.0	-0.079686	0.490647
99.5	0.438272	0.52705
100.0	0.592504	0.302022
100.5	0.242453	0.474407
101.0	0.311729	0.464245
101.5	0.355661	0.5242
102.0	0.324177	0.38043
102.5	0.254961	0.405588
103.0	0.0621734	0.485979
103.5	0.0238665	0.436921
104.0	-0.210847	0.559134
104.5	-0.0813532	0.631033
105.0	-0.362508	0.570468
105.5	-0.0699132	0.456193
106.0	-0.290565	0.523549
106.5	-0.130057	0.552189
107.0	-0.202006	0.57464
107.5	0.232324	0.497637
108.0	0.130846	0.466585
108.5	0.0207375	0.447587
109.0	0.238645	0.518895
109.5	-0.166135	0.468695
110.0	-0.194154	0.5461
110.5	0.0596871	0.407799
111.0	0.0261148	0.45873
111.5	0.201706	0.437918
112.0	0.0991831	0.537708
112.5	-0.106893	0.536313
113.0	0.106703	0.445479
113.5	0.519579	0.440079
114.0	0.747183	0.369826
114.5	0.970363	-0.0285352
115.0	0.992267	-0.0430496
115.5	0.976779	0.118396
116.0	0.968197	-0.00480638
116.5	0.970062	-0.0440007
117.0	0.919341	0.0559184
117.5	0.947803	0.0473109
118.0	0.958093	-0.0356455
118.5	0.922979	0.00900487
119.0	1.00244	0.0890059
119.5	0.963673	0.0549481
